Brand,Model,Year,Part_Name,Price_LKR (Indicative),Source (Market Listing Category)
toyota,premio,2012,Front Grille,35800.0,ikman.lk & daraz.lk
toyota,premio,2012,Front Windshield,110100.0,ikman.lk
toyota,premio,2012,Headlight (LH),35800.0,ikman.lk & newpgenterprises.com
toyota,premio,2012,Headlight (RH),35800.0,ikman.lk & newpgenterprises.com
toyota,premio,2012,Hood/Bonnet,94400.0,ikman.lk
toyota,premio,2012,Hybrid Battery,,batterylab.lk
toyota,premio,2012,Radiator,64400.0,ikman.lk
toyota,premio,2012,Rear Door (LH),94400.0,ikman.lk
toyota,premio,2012,Rear Door (RH),94400.0,ikman.lk
toyota,premio,2012,Shock Absorber (Front),42900.0,ikman.lk
toyota,premio,2012,Side Mirror (LH),25700.0,ikman.lk
toyota,premio,2012,Side Mirror (RH),25700.0,ikman.lk
toyota,premio,2012,Tail Light (LH),28600.0,ikman.lk
toyota,premio,2012,Tail Light (RH),28600.0,ikman.lk
toyota,premio,2014,Alloy Wheel (Single),50000.0,ikman.lk & daraz.lk
toyota,premio,2014,Brake Pad Set (Front),17200.0,daraz.lk
toyota,premio,2014,Fender (LH),31500.0,ikman.lk
toyota,premio,2014,Fender (RH),31500.0,ikman.lk
toyota,premio,2014,Front Bumper,57200.0,ikman.lk
toyota,premio,2014,Front Door (LH),102200.0,ikman.lk
toyota,premio,2014,Front Door (RH),102200.0,ikman.lk
toyota,premio,2014,Front Grille,35800.0,ikman.lk & daraz.lk
toyota,premio,2014,Front Windshield,110100.0,ikman.lk
toyota,premio,2014,Headlight (LH),35800.0,ikman.lk & newpgenterprises.com
toyota,premio,2014,Headlight (RH),35800.0,ikman.lk & newpgenterprises.com
toyota,premio,2014,Hood/Bonnet,94400.0,ikman.lk
toyota,premio,2014,Hybrid Battery,,batterylab.lk
toyota,premio,2014,Radiator,64400.0,ikman.lk
toyota,premio,2014,Rear Door (LH),94400.0,ikman.lk
toyota,premio,2014,Rear Door (RH),94400.0,ikman.lk
toyota,premio,2014,Shock Absorber (Front),42900.0,ikman.lk
toyota,premio,2014,Side Mirror (LH),25700.0,ikman.lk
toyota,premio,2014,Side Mirror (RH),25700.0,ikman.lk
toyota,premio,2014,Tail Light (LH),28600.0,ikman.lk
toyota,premio,2014,Tail Light (RH),28600.0,ikman.lk
toyota,prius,2012,Alloy Wheel (Single),43800.0,ikman.lk & daraz.lk
toyota,prius,2012,Brake Pad Set (Front),15000.0,daraz.lk
toyota,prius,2012,Fender (LH),27500.0,ikman.lk
toyota,prius,2012,Fender (RH),27500.0,ikman.lk
toyota,prius,2012,Front Bumper,50000.0,ikman.lk
toyota,prius,2012,Front Door (LH),89400.0,ikman.lk
toyota,prius,2012,Front Door (RH),89400.0,ikman.lk
toyota,prius,2012,Front Grille,31200.0,ikman.lk & daraz.lk
toyota,prius,2012,Front Windshield,96300.0,ikman.lk
toyota,prius,2012,Headlight (LH),31200.0,ikman.lk & newpgenterprises.com
toyota,prius,2012,Headlight (RH),31200.0,ikman.lk & newpgenterprises.com
toyota,prius,2012,Hood/Bonnet,82500.0,ikman.lk
toyota,prius,2012,Hybrid Battery,743800.0,batterylab.lk
toyota,prius,2012,Radiator,56200.0,ikman.lk
toyota,prius,2012,Rear Door (LH),82500.0,ikman.lk
toyota,prius,2012,Rear Door (RH),82500.0,ikman.lk
toyota,prius,2012,Shock Absorber (Front),37500.0,ikman.lk
toyota,prius,2012,Side Mirror (LH),22500.0,ikman.lk
toyota,prius,2012,Side Mirror (RH),22500.0,ikman.lk
toyota,prius,2012,Tail Light (LH),25000.0,ikman.lk
toyota,prius,2012,Tail Light (RH),25000.0,ikman.lk
toyota,prius,2014,Alloy Wheel (Single),43800.0,ikman.lk & daraz.lk
toyota,prius,2014,Brake Pad Set (Front),15000.0,daraz.lk
toyota,prius,2014,Fender (LH),27500.0,ikman.lk
toyota,prius,2014,Fender (RH),27500.0,ikman.lk
toyota,prius,2014,Front Bumper,50000.0,ikman.lk
toyota,prius,2014,Front Door (LH),89400.0,ikman.lk
toyota,prius,2014,Front Door (RH),89400.0,ikman.lk
toyota,prius,2014,Front Grille,31200.0,ikman.lk & daraz.lk
toyota,prius,2014,Front Windshield,96300.0,ikman.lk
toyota,prius,2014,Headlight (LH),31200.0,ikman.lk & newpgenterprises.com
toyota,prius,2014,Headlight (RH),31200.0,ikman.lk & newpgenterprises.com
toyota,prius,2014,Hood/Bonnet,82500.0,ikman.lk
toyota,prius,2014,Hybrid Battery,743800.0,batterylab.lk
toyota,prius,2014,Radiator,56200.0,ikman.lk
toyota,prius,2014,Rear Door (LH),82500.0,ikman.lk
toyota,prius,2014,Rear Door (RH),82500.0,ikman.lk
toyota,prius,2014,Shock Absorber (Front),37500.0,ikman.lk
toyota,prius,2014,Side Mirror (LH),22500.0,ikman.lk
toyota,prius,2014,Side Mirror (RH),22500.0,ikman.lk
toyota,prius,2014,Tail Light (LH),25000.0,ikman.lk
toyota,prius,2014,Tail Light (RH),25000.0,ikman.lk
toyota,prius,2016,Alloy Wheel (Single),50300.0,ikman.lk & daraz.lk
toyota,prius,2016,Brake Pad Set (Front),17200.0,daraz.lk
toyota,prius,2016,Fender (LH),31600.0,ikman.lk
toyota,prius,2016,Fender (RH),31600.0,ikman.lk
toyota,prius,2016,Front Bumper,57500.0,ikman.lk
toyota,prius,2016,Front Door (LH),102800.0,ikman.lk
toyota,prius,2016,Front Door (RH),102800.0,ikman.lk
toyota,prius,2016,Front Grille,35900.0,ikman.lk & daraz.lk
toyota,prius,2016,Front Windshield,110700.0,ikman.lk
toyota,prius,2016,Headlight (LH),35900.0,ikman.lk & newpgenterprises.com
toyota,prius,2016,Headlight (RH),35900.0,ikman.lk & newpgenterprises.com
toyota,prius,2016,Hood/Bonnet,94900.0,ikman.lk
toyota,prius,2016,Hybrid Battery,855300.0,batterylab.lk
toyota,prius,2016,Radiator,64700.0,ikman.lk
toyota,prius,2016,Rear Door (LH),94900.0,ikman.lk
toyota,prius,2016,Rear Door (RH),94900.0,ikman.lk
toyota,prius,2016,Shock Absorber (Front),43100.0,ikman.lk
toyota,prius,2016,Side Mirror (LH),25900.0,ikman.lk
toyota,prius,2016,Side Mirror (RH),25900.0,ikman.lk
toyota,prius,2016,Tail Light (LH),28700.0,ikman.lk
toyota,prius,2016,Tail Light (RH),28700.0,ikman.lk
toyota,raize,2020,Alloy Wheel (Single),57800.0,ikman.lk & daraz.lk
toyota,raize,2020,Brake Pad Set (Front),19800.0,daraz.lk
toyota,raize,2020,Fender (LH),36300.0,ikman.lk
toyota,raize,2020,Fender (RH),36300.0,ikman.lk
toyota,raize,2020,Front Bumper,66000.0,ikman.lk
toyota,raize,2020,Front Door (LH),118000.0,ikman.lk
toyota,raize,2020,Front Door (RH),118000.0,ikman.lk
toyota,raize,2020,Front Grille,41200.0,ikman.lk & daraz.lk
toyota,raize,2020,Front Windshield,127100.0,ikman.lk
toyota,raize,2020,Headlight (LH),41200.0,ikman.lk & newpgenterprises.com
toyota,raize,2020,Headlight (RH),41200.0,ikman.lk & newpgenterprises.com
toyota,raize,2020,Hood/Bonnet,108900.0,ikman.lk
toyota,raize,2020,Hybrid Battery,,batterylab.lk
toyota,raize,2020,Radiator,74300.0,ikman.lk
toyota,raize,2020,Rear Door (LH),108900.0,ikman.lk
toyota,raize,2020,Rear Door (RH),108900.0,ikman.lk
toyota,raize,2020,Shock Absorber (Front),49500.0,ikman.lk
toyota,raize,2020,Side Mirror (LH),29700.0,ikman.lk
toyota,raize,2020,Side Mirror (RH),29700.0,ikman.lk
toyota,raize,2020,Tail Light (LH),33000.0,ikman.lk
toyota,raize,2020,Tail Light (RH),33000.0,ikman.lk
toyota,raize,2021,Alloy Wheel (Single),62400.0,ikman.lk & daraz.lk
toyota,raize,2021,Brake Pad Set (Front),21400.0,daraz.lk
toyota,raize,2021,Fender (LH),39200.0,ikman.lk
toyota,raize,2021,Fender (RH),39200.0,ikman.lk
toyota,raize,2021,Front Bumper,71300.0,ikman.lk
toyota,raize,2021,Front Door (LH),127400.0,ikman.lk
toyota,raize,2021,Front Door (RH),127400.0,ikman.lk
toyota,raize,2021,Front Grille,44600.0,ikman.lk & daraz.lk
toyota,raize,2021,Front Windshield,137200.0,ikman.lk
toyota,raize,2021,Headlight (LH),44600.0,ikman.lk & newpgenterprises.com
toyota,raize,2021,Headlight (RH),44600.0,ikman.lk & newpgenterprises.com
toyota,raize,2021,Hood/Bonnet,117600.0,ikman.lk
toyota,raize,2021,Hybrid Battery,,batterylab.lk
toyota,raize,2021,Radiator,80200.0,ikman.lk
toyota,raize,2021,Rear Door (LH),117600.0,ikman.lk
toyota,raize,2021,Rear Door (RH),117600.0,ikman.lk
toyota,raize,2021,Shock Absorber (Front),53500.0,ikman.lk
toyota,raize,2021,Side Mirror (LH),32100.0,ikman.lk
toyota,raize,2021,Side Mirror (RH),32100.0,ikman.lk
toyota,raize,2021,Tail Light (LH),35600.0,ikman.lk
toyota,raize,2021,Tail Light (RH),35600.0,ikman.lk
toyota,raize,2022,Alloy Wheel (Single),62400.0,ikman.lk & daraz.lk
toyota,raize,2022,Brake Pad Set (Front),21400.0,daraz.lk
toyota,raize,2022,Fender (LH),39200.0,ikman.lk
toyota,raize,2022,Fender (RH),39200.0,ikman.lk
toyota,raize,2022,Front Bumper,71300.0,ikman.lk
toyota,raize,2022,Front Door (LH),127400.0,ikman.lk
toyota,raize,2022,Front Door (RH),127400.0,ikman.lk
toyota,raize,2022,Front Grille,44600.0,ikman.lk & daraz.lk
toyota,raize,2022,Front Windshield,137200.0,ikman.lk
toyota,raize,2022,Headlight (LH),44600.0,ikman.lk & newpgenterprises.com
toyota,raize,2022,Headlight (RH),44600.0,ikman.lk & newpgenterprises.com
toyota,raize,2022,Hood/Bonnet,117600.0,ikman.lk
toyota,raize,2022,Hybrid Battery,,batterylab.lk
toyota,raize,2022,Radiator,80200.0,ikman.lk
toyota,raize,2022,Rear Door (LH),117600.0,ikman.lk
toyota,raize,2022,Rear Door (RH),117600.0,ikman.lk
toyota,raize,2022,Shock Absorber (Front),53500.0,ikman.lk
toyota,raize,2022,Side Mirror (LH),32100.0,ikman.lk
toyota,raize,2022,Side Mirror (RH),32100.0,ikman.lk
toyota,raize,2022,Tail Light (LH),35600.0,ikman.lk
toyota,raize,2022,Tail Light (RH),35600.0,ikman.lk
toyota,vitz,2008,Alloy Wheel (Single),29900.0,ikman.lk & daraz.lk
toyota,vitz,2008,Brake Pad Set (Front),10300.0,daraz.lk
toyota,vitz,2008,Fender (LH),18800.0,ikman.lk
toyota,vitz,2008,Fender (RH),18800.0,ikman.lk
toyota,vitz,2008,Front Bumper,34200.0,ikman.lk
toyota,vitz,2008,Front Door (LH),61100.0,ikman.lk
toyota,vitz,2008,Front Door (RH),61100.0,ikman.lk
toyota,vitz,2008,Front Grille,21400.0,ikman.lk & daraz.lk
toyota,vitz,2008,Front Windshield,65800.0,ikman.lk
toyota,vitz,2008,Headlight (LH),21400.0,ikman.lk & newpgenterprises.com
toyota,vitz,2008,Headlight (RH),21400.0,ikman.lk & newpgenterprises.com
toyota,vitz,2008,Hood/Bonnet,56400.0,ikman.lk
toyota,vitz,2008,Hybrid Battery,,batterylab.lk
toyota,vitz,2008,Radiator,38500.0,ikman.lk
toyota,vitz,2008,Rear Door (LH),56400.0,ikman.lk
toyota,vitz,2008,Rear Door (RH),56400.0,ikman.lk
toyota,vitz,2008,Shock Absorber (Front),25600.0,ikman.lk
toyota,vitz,2008,Side Mirror (LH),15400.0,ikman.lk
toyota,vitz,2008,Side Mirror (RH),15400.0,ikman.lk
toyota,vitz,2008,Tail Light (LH),17100.0,ikman.lk
toyota,vitz,2008,Tail Light (RH),17100.0,ikman.lk
toyota,vitz,2012,Alloy Wheel (Single),33200.0,ikman.lk & daraz.lk
toyota,vitz,2012,Brake Pad Set (Front),11400.0,daraz.lk
toyota,vitz,2012,Fender (LH),20900.0,ikman.lk
toyota,vitz,2012,Fender (RH),20900.0,ikman.lk
toyota,vitz,2012,Front Bumper,38000.0,ikman.lk
toyota,vitz,2012,Front Door (LH),67900.0,ikman.lk
toyota,vitz,2012,Front Door (RH),67900.0,ikman.lk
toyota,vitz,2012,Front Grille,23800.0,ikman.lk & daraz.lk
toyota,vitz,2012,Front Windshield,73200.0,ikman.lk
toyota,vitz,2012,Headlight (LH),23800.0,ikman.lk & newpgenterprises.com
toyota,vitz,2012,Headlight (RH),23800.0,ikman.lk & newpgenterprises.com
toyota,vitz,2012,Hood/Bonnet,62700.0,ikman.lk
toyota,vitz,2012,Hybrid Battery,,batterylab.lk
toyota,vitz,2012,Radiator,42800.0,ikman.lk
toyota,vitz,2012,Rear Door (LH),62700.0,ikman.lk
toyota,vitz,2012,Rear Door (RH),62700.0,ikman.lk
toyota,vitz,2012,Shock Absorber (Front),28500.0,ikman.lk
toyota,vitz,2012,Side Mirror (LH),17100.0,ikman.lk
toyota,vitz,2012,Side Mirror (RH),17100.0,ikman.lk
toyota,vitz,2012,Tail Light (LH),19000.0,ikman.lk
toyota,vitz,2012,Tail Light (RH),19000.0,ikman.lk
toyota,vitz,2017,Alloy Wheel (Single),38200.0,ikman.lk & daraz.lk
toyota,vitz,2017,Brake Pad Set (Front),13100.0,daraz.lk
toyota,vitz,2017,Fender (LH),24000.0,ikman.lk
toyota,vitz,2017,Fender (RH),24000.0,ikman.lk
toyota,vitz,2017,Front Bumper,43700.0,ikman.lk
toyota,vitz,2017,Front Door (LH),78100.0,ikman.lk
toyota,vitz,2017,Front Door (RH),78100.0,ikman.lk
toyota,vitz,2017,Front Grille,27300.0,ikman.lk & daraz.lk
toyota,vitz,2017,Front Windshield,84100.0,ikman.lk
toyota,vitz,2017,Headlight (LH),27300.0,ikman.lk & newpgenterprises.com
toyota,vitz,2017,Headlight (RH),27300.0,ikman.lk & newpgenterprises.com
toyota,vitz,2017,Hood/Bonnet,72100.0,ikman.lk
toyota,vitz,2017,Hybrid Battery,,batterylab.lk
toyota,vitz,2017,Radiator,49200.0,ikman.lk
toyota,vitz,2017,Rear Door (LH),72100.0,ikman.lk
toyota,vitz,2017,Rear Door (RH),72100.0,ikman.lk
toyota,vitz,2017,Shock Absorber (Front),32800.0,ikman.lk
toyota,vitz,2017,Side Mirror (LH),19700.0,ikman.lk
toyota,vitz,2017,Side Mirror (RH),19700.0,ikman.lk
toyota,vitz,2017,Tail Light (LH),21800.0,ikman.lk
toyota,vitz,2017,Tail Light (RH),21800.0,ikman.lk
toyota,yaris,2018,Alloy Wheel (Single),40200.0,ikman.lk & daraz.lk
toyota,yaris,2018,Brake Pad Set (Front),13800.0,daraz.lk
toyota,yaris,2018,Fender (LH),25300.0,ikman.lk
toyota,yaris,2018,Fender (RH),25300.0,ikman.lk
toyota,yaris,2018,Front Bumper,46000.0,ikman.lk
toyota,yaris,2018,Front Door (LH),82200.0,ikman.lk
toyota,yaris,2018,Front Door (RH),82200.0,ikman.lk
toyota,yaris,2018,Front Grille,28700.0,ikman.lk & daraz.lk
toyota,yaris,2018,Front Windshield,88600.0,ikman.lk
toyota,yaris,2018,Headlight (LH),28700.0,ikman.lk & newpgenterprises.com
toyota,yaris,2018,Headlight (RH),28700.0,ikman.lk & newpgenterprises.com
toyota,yaris,2018,Hood/Bonnet,75900.0,ikman.lk
toyota,yaris,2018,Hybrid Battery,,batterylab.lk
toyota,yaris,2018,Radiator,51700.0,ikman.lk
toyota,yaris,2018,Rear Door (LH),75900.0,ikman.lk
toyota,yaris,2018,Rear Door (RH),75900.0,ikman.lk
toyota,yaris,2018,Shock Absorber (Front),34500.0,ikman.lk
toyota,yaris,2018,Side Mirror (LH),20700.0,ikman.lk
toyota,yaris,2018,Side Mirror (RH),20700.0,ikman.lk
toyota,yaris,2018,Tail Light (LH),23000.0,ikman.lk
toyota,yaris,2018,Tail Light (RH),23000.0,ikman.lk
toyota,yaris,2020,Alloy Wheel (Single),43800.0,ikman.lk & daraz.lk
toyota,yaris,2020,Brake Pad Set (Front),15000.0,daraz.lk
toyota,yaris,2020,Fender (LH),27500.0,ikman.lk
toyota,yaris,2020,Fender (RH),27500.0,ikman.lk
toyota,yaris,2020,Front Bumper,50000.0,ikman.lk
toyota,yaris,2020,Front Door (LH),89400.0,ikman.lk
toyota,yaris,2020,Front Door (RH),89400.0,ikman.lk
toyota,yaris,2020,Front Grille,31200.0,ikman.lk & daraz.lk
toyota,yaris,2020,Front Windshield,96300.0,ikman.lk
toyota,yaris,2020,Headlight (LH),31200.0,ikman.lk & newpgenterprises.com
toyota,yaris,2020,Headlight (RH),31200.0,ikman.lk & newpgenterprises.com
toyota,yaris,2020,Hood/Bonnet,82500.0,ikman.lk
toyota,yaris,2020,Hybrid Battery,,batterylab.lk
toyota,yaris,2020,Radiator,56200.0,ikman.lk
toyota,yaris,2020,Rear Door (LH),82500.0,ikman.lk
toyota,yaris,2020,Rear Door (RH),82500.0,ikman.lk
toyota,yaris,2020,Shock Absorber (Front),37500.0,ikman.lk
toyota,yaris,2020,Side Mirror (LH),22500.0,ikman.lk
toyota,yaris,2020,Side Mirror (RH),22500.0,ikman.lk
toyota,yaris,2020,Tail Light (LH),25000.0,ikman.lk
toyota,yaris,2020,Tail Light (RH),25000.0,ikman.lk
toyota,yaris,2022,Alloy Wheel (Single),47200.0,ikman.lk & daraz.lk
toyota,yaris,2022,Brake Pad Set (Front),16200.0,daraz.lk
toyota,yaris,2022,Fender (LH),29700.0,ikman.lk
toyota,yaris,2022,Fender (RH),29700.0,ikman.lk
toyota,yaris,2022,Front Bumper,54000.0,ikman.lk
toyota,yaris,2022,Front Door (LH),96500.0,ikman.lk
toyota,yaris,2022,Front Door (RH),96500.0,ikman.lk
toyota,yaris,2022,Front Grille,33800.0,ikman.lk & daraz.lk
toyota,yaris,2022,Front Windshield,104000.0,ikman.lk
toyota,yaris,2022,Headlight (LH),33800.0,ikman.lk & newpgenterprises.com
toyota,yaris,2022,Headlight (RH),33800.0,ikman.lk & newpgenterprises.com
toyota,yaris,2022,Hood/Bonnet,89100.0,ikman.lk
toyota,yaris,2022,Hybrid Battery,,batterylab.lk
toyota,yaris,2022,Radiator,60800.0,ikman.lk
toyota,yaris,2022,Rear Door (LH),89100.0,ikman.lk
toyota,yaris,2022,Rear Door (RH),89100.0,ikman.lk
toyota,yaris,2022,Shock Absorber (Front),40500.0,ikman.lk
toyota,yaris,2022,Side Mirror (LH),24300.0,ikman.lk
toyota,yaris,2022,Side Mirror (RH),24300.0,ikman.lk
toyota,yaris,2022,Tail Light (LH),27000.0,ikman.lk
toyota,yaris,2022,Tail Light (RH),27000.0,ikman.lk
